"imdb_id","title","rating_imdb","rating_count","storyline","certificates","release_date","duration_min","imdb_url_film","url_poster"
"tt11799784","Pelukis Hantu",5.6,165,"Tutur (Ge Pamungkas), an amateur painter, accepts an offer to become a ghost painter on a television show because of economic demands. He has absolutely no ability to see spirits. He is surprised when he could actually see these creatures. The TV show goes viral and the rating soars. However, he feels uneasy with the presence of the kuntilanak that haunts him. He asks the help of Amanda (Michelle Ziudith), who writes and researchs occult things. Tutur, Amanda, and Udin (Abdur Arsyad), Tutur's manager, perform various rituals to communicate with the kuntilanak and to find out what message he wanted to convey.","TV-14",2020-10-16,97,"https://www.imdb.com/title/tt11799784/?ref_=sr_t_1104","https://www.imdb.com/title/tt11799784/mediaviewer/rm2432540929/?ref_=tt_ov_i"
"tt34749630","The Most Beautiful Girl in the World",6.2,1000,"Reuben, a carefree playboy and sole heir to a media mogul, has always mocked his father's obsession with ratings and dating game shows. But to secure his inheritance, he must fulfill his late father's final wish: marry the most beautiful girl in the world.","TV-14",2025-02-14,122,"https://www.imdb.com/title/tt34749630/?ref_=sr_t_835","https://www.imdb.com/title/tt34749630/mediaviewer/rm2639302914/?ref_=tt_ov_i"
"tt6780886","Air Mata Terakhir Bunda",8.6,19,"This film tells story about the struggle and sacrifice of a mother who acts as a single parent of two sons, Delta Santoso (Vino G Bastian) and Iqbal (Rizky Hanggono). This film is an adaptation of a true story, which tells about the life of a poor family who lives in a place known as the ""Land of Mud"", Sidoarjo a small village in Renokenongo. Delta Santoso is the name given by Sriyani to her second child hoping the name will be prayer.","-",2013-10-03,100,"https://www.imdb.com/title/tt6780886/?ref_=sr_t_52","https://www.imdb.com/title/tt6780886/mediaviewer/rm2193897216/?ref_=tt_ov_i"
"tt1369678","Mati Suri",5.7,92,"In the days leading up to her wedding, Abel is confronted by a strange pregnant woman who claims she's carrying the child of her fiance, Wisnu. Shocked by this revelation, Abel feels that her world is falling apart and decides to kill herself. She fails her suicide attempt and suffers a near death experience. Now troubled and depressed, she finds comfort in her best friend, Charlie, who asks her to take some time off at a large getaway mansion outside of town. Strange events begin to occur as the house is haunted by apparitions of the dead. Something from Abel's brush with death seems to be following her and the only way she can escape is if she dies once again. —Irishlass240 (smmorr240@aol.com)","-",,90,"https://www.imdb.com/title/tt1369678/?ref_=sr_t_1053","https://www.imdb.com/title/tt1369678/mediaviewer/rm874679040/?ref_=tt_ov_i"
"tt37541599","Mama: Pesan dari Neraka",5.2,39,"Putri had always known her mother, Sari, only as a talented tarot reader trusted by many high-ranking officials and prominent businessmen. She had almost no personal memories of her. That was until Sari died in an accident. One day, Putri received a text message on her phone-from her late mother's number. At first, she thought it was just a prank. But gradually, the messages began to give guidance about the future-events that actually came true. Putri slowly realized the messages were truly from her mother.","-",2025-09-11,92,"https://www.imdb.com/title/tt37541599/?ref_=sr_t_1219","https://www.imdb.com/title/tt37541599/mediaviewer/rm2543366402/?ref_=tt_ov_i"
"tt10551450","Twivortiare",6.6,333,"When they met for the first time, they immediately fell in love. Within months, they married. After two years, after being tired of all the endless conflicts and arguments, finally, the super busy surgeon, Beno Wicaksono, and the successful banker, Alexandra Rhea decide to divorce. Friends of Alex, Vienna, calls it a divorce that is never seriously separated, because various events always bring them to meet each other. Even though there is other men, Denny who tries to fill Alexandra's heart, but still, the strong sense of love that is forced to die, even more blossoming. They are united again. A second marriage takes place. This time Beno and Alex promise, they will go through this marriage with a more mature attitude, mutual understanding and willingness to budge. They believe they can, because they still love each other. But is it true, love is enough? or what they feel it - is not love? —filmindonesia.or.id","Unrated",2019-08-29,103,"https://www.imdb.com/title/tt10551450/?ref_=sr_t_675","https://www.imdb.com/title/tt10551450/mediaviewer/rm149659393/?ref_=tt_ov_i"
"tt9916538","Kuambil Lagi Hatiku",7.6,12,"Agra City, India, will be the witness to the marriage of Sinta and Vikash, which are just counting the days. But Sinta is shocked by her mother, Widhi Malthora, who suddenly disappears. Sinta tries various ways to find out her mother's whereabouts while Vikash's family urge that the marriage be carried out immediately. Apparently, Widhi returns to her hometown in Indonesia after receiving a telephone call from Dimas, her only brother. Widhi gets word that her father had died three months ago. Sinta is shocked because she always heard from her mother that her mother has no family in Java. Sinta is following her mother's departure with a thousand questions and delays her marriage in India. Arriving in Borobudur Village, Widhi's hometown, how surprised is Sinta, when she discovers the reality of her true roots and the dark secrets of her mother's past is not as beautiful as she has imagined so far. This reality will change her life forever. —filmindonesia.or.id","-",2019-03-21,123,"https://www.imdb.com/title/tt9916538/?ref_=sr_t_238","https://www.imdb.com/title/tt9916538/mediaviewer/rm3100926720/?ref_=tt_ov_i"
"tt2455408","Fallin' in Love",4.4,27,,"-",2012-09-20,95,"https://www.imdb.com/title/tt2455408/?ref_=sr_t_1403","https://www.imdb.com/title/tt2455408/mediaviewer/rm404630528/?ref_=tt_ov_i"
"tt27906470","Kuasa gelap",5.6,946,"After the death of his mother and sister in a tragic accident, Thomas intends to resign as a priest. However, he is given a final task to help the exorcist pastor, Rendra, whose health is declining, to exorcise the demon that has possessed Kayla, his late sister's best friend. Thomas and Rendra try their best to exorcise the demon that resides in Kayla's body. It turns out that the demon not only threatens Kayla's life but also Maya, Kayla's mother who has a dark past that makes her haunted by guilt.","-",2024-10-21,96,"https://www.imdb.com/title/tt27906470/?ref_=sr_t_1078","https://www.imdb.com/title/tt27906470/mediaviewer/rm214789633/?ref_=tt_ov_i"
"tt5605508","Ketika Mas Gagah Pergi the Movie",8.1,79,"Gagah was changed. After went to Ternate for his assignment suddenly, he changed drastically. His sister, Gita Ayu can't accept this. She thought Gagah is a new person who totally different from the previous one.","-",2016-01-21,,"https://www.imdb.com/title/tt5605508/?ref_=sr_t_120","https://www.imdb.com/title/tt5605508/mediaviewer/rm1930960640/?ref_=tt_ov_i"
"tt2773628","Air Terjun Pengantin Phuket",5.6,71,"After experiencing the bad disasters on Pengantin Island, Tiara (Tamara Blezynski) decided to calm down on the beach of Phuket, Thailand. Until one day his best friend in college, Alan (Darius Sinathrya) came to visit and intended to persuade Tiara to return to Indonesia.","-",2013-01-31,83,"https://www.imdb.com/title/tt2773628/?ref_=sr_t_1105","https://www.imdb.com/title/tt2773628/mediaviewer/rm970070272/?ref_=tt_ov_i"
"tt31109457","Kang Mak from Pee Mak",6.4,1000,"Makmur is an Indonesian soldier who has to leave his wife, Sari, who is heavily pregnant, to go to war somewhere, defending the integrity of the Republic of Indonesia. Makmur fought together with other soldiers, Supra, Fajrul, Jaka, and Solah. His strong desire to meet Sari again made Makmur and his friends survive the battlefield. They promised to be friends for life and death. When he returned home, Makmur reunited with Sari who had given birth to their child, Cipluk. Makmur's friends were also happy and a little jealous, seeing Makmur's affection for his extraordinary beautiful wife. However, the situation became uncomfortable when there were rumors that Sari had actually died. Sari, who lives with them, is a wandering spirit.","TV-14",2025-12-31,122,"https://www.imdb.com/title/tt31109457/?ref_=sr_t_754","https://www.imdb.com/title/tt31109457/mediaviewer/rm3407901697/?ref_=tt_ov_i"
"tt1656783","Taring",5.9,33,"A monster from sacred jungle attacks a group of people who broke the offering","-",2010-04-29,90,"https://www.imdb.com/title/tt1656783/?ref_=sr_t_1000","https://www.imdb.com/title/tt1656783/mediaviewer/rm493396736/?ref_=tt_ov_i"
"tt1301265","Liar",6.2,23,,"-",2008-07-10,,"https://www.imdb.com/title/tt1301265/?ref_=sr_t_871","https://www.imdb.com/title/tt1301265/mediaviewer/rm3790723073/?ref_=tt_ov_i"
"tt13612010","Sampai Ajal Memisahkan",5.4,266,"Vanesha had the chance to kill her boyfriend, Arya. Arya, however, did not recognize her and confess that they never had a relationship.","-",2021-05-28,81,"https://www.imdb.com/title/tt13612010/?ref_=sr_t_1168","https://www.imdb.com/title/tt13612010/mediaviewer/rm1500758273/?ref_=tt_ov_i"
"tt2902594","KM 97",5,24,,"-",2013-03-21,83,"https://www.imdb.com/title/tt2902594/?ref_=sr_t_1291","https://www.imdb.com/name/nm2682910/?ref_=tt_cst_i_1"
"tt8669100","Jaran Goyang",4.6,37,"A gardener named Dirga fell in love with a sworddut named Elena. But his love was rejected by Elena who already had a girlfriend, Robert. Dirga killed Robert and asked Jaran Goyang black magic to his aunt, Mrs. Srinthil. Successfully getting Elena, Dirga also tried to get the love of Elena's sister Tania. There was a fight between Elena and Tania. —sujithsudhakarann","-",2018-07-05,79,"https://www.imdb.com/title/tt8669100/?ref_=sr_t_1369","https://www.imdb.com/title/tt8669100/mediaviewer/rm3097839360/?ref_=tt_ov_i"
"tt3793526","Selamat Pagi, Malam",7.4,324,"GIA (32, played by Adinia Wirasti) returns home after living abroad for years. Calling Jakarta ""home"" is ironic as she experiences reverse culture shock. In a desperate attempt to latch on to her identity, Gia reunites with NAOMI (32, played by Marissa Anita), a lover from her past. Naomi reminds her of her old life; a life when everything was possible. What she doesn't expect is that Naomi has changed, that she has conformed to the societal norms of the city. INDRI (24, played by Ina Panggabean) wants to find a prince charming who will sweep her off her feet and serves her a silver platter. Her job as a towel girl in a local gym is not promising. She has to climb up the societal ladder with the only thing she can offer: her body. It is not prostitution; her body is her own, her right, regardless of how the society views it. She decides to meet with a prince charming through online dating, a place where identities are obscured. MRS. SURYA (48, played by Dayu Wijanto) has just lost her husband. In fact, she has lost her whole life because he was her life. People even know her only through her husband's name. She finds there is nothing to hang on to anymore. As she goes through her late husband's belongings, she finds out about another woman in his life: a prostitute/lounge singer named SOFIA (32, played by Dira Sugandi).","TV-MA",2014-06-19,94,"https://www.imdb.com/title/tt3793526/?ref_=sr_t_294","https://www.imdb.com/title/tt3793526/mediaviewer/rm2569269504/?ref_=tt_ov_i"
"tt2902708","Pokun Roxy",6.7,13,,"-",2013-04-04,83,"https://www.imdb.com/title/tt2902708/?ref_=sr_t_662","https://www.imdb.com/title/tt2902708/mediaviewer/rm257919489/?ref_=tt_ov_i"
"tt14766540","Surat Untukmu",9.2,30,"The adventures of Gendis, a girl from Dieng, looking for traces of her mother and solving the biggest puzzle in her life.","-",2016-08-25,97,"https://www.imdb.com/title/tt14766540/?ref_=sr_t_15","https://www.imdb.com/title/tt14766540/mediaviewer/rm1603126273/?ref_=tt_ov_i"
"tt8793606","Gentayangan",5.5,30,"Abimanyu Karindra (Baim Wong) has no choice but to bring his wife, Sofia (Nadine Alexandra) and their two children and his sister Sheila (Jelita Callebaut) to settle in a parent's hotel in a mountain valley hundreds of kilometers from Jakarta, after being declared bankrupt by the court. The Kaki Langit Hotel, originally regarded as a comfortable and quiet residence, turns into a fearsome terror just moments after the Karindra family begin to live in it. Abimanyu who wants to sell the hotel is not able to do much after the prospective buyer and his child suddenly disappear and himself not allowed to leave the hotel. The mystery puzzle series of terror of supernatural beings in the Kaki Langit Hotel begin to find a bright spot after various clues lead to the dark past of the Karindra family. —filmindonesia.or.id","-",2018-08-16,84,"https://www.imdb.com/title/tt8793606/?ref_=sr_t_1137","https://www.imdb.com/title/tt8793606/mediaviewer/rm1738177280/?ref_=tt_ov_i"
"tt1693035","Not for Sale",5.1,17,,"-",2010-06-24,85,"https://www.imdb.com/title/tt1693035/?ref_=sr_t_1272","https://www.imdb.com/name/nm3988782/?ref_=tt_cst_i_1"
"tt26696534","Kutukan Cakar Monyet",4.6,110,"Roy and his wife Amara are expecting their first child. Roy also recently bought a house as a form of his dream. However, there is a tragic incident after the owner of the house comes and asks for a sacred object belonging to her late husband. Slowly the mystery surrounding the events in the house unfolds. The sacred object is also causing Roy and Amara to become hostile toward each other.","-",2023-04-06,86,"https://www.imdb.com/title/tt26696534/?ref_=sr_t_1357","https://www.imdb.com/title/tt26696534/mediaviewer/rm3286379265/?ref_=tt_ov_i"
"tt16298806","Pamali",5.4,491,"Jaka Sunarya, who recently lost his job, and his wife, Rika, want to sell the house left by their parents to start a new life. In the village, they accidentally violate the customs that have become traditions, thus facing the existence of spirits that threaten their lives.","TV-MA",2022-10-06,99,"https://www.imdb.com/title/tt16298806/?ref_=sr_t_1160","https://www.imdb.com/title/tt16298806/mediaviewer/rm1056113409/?ref_=tt_ov_i"
"tt31024893","Glenn Fredly: The Movie",6.6,142,"When Glenn Fredly faced difficulties in his career, he was almost fired from the label and experienced a breakup with Nola, his girlfriend of seven years. However, his life suddenly changed with the release of the song 'Januari' which was a hit in the market. Then, Glenn was helped by his sister named Uchie to recruit a professional manager for him. However, Glenn's life is not only about music, but also about community service which requires him to balance his life in both worlds. In the midst of his efforts to deal with the conflict in Ambon, he also had to face a conflict with his own father.","TV-14",2024-04-25,121,"https://www.imdb.com/title/tt31024893/?ref_=sr_t_678","https://www.imdb.com/title/tt31024893/mediaviewer/rm1439922689/?ref_=tt_ov_i"
"tt11936782","Geez & Ann",5.2,366,"They first met at an alumni event. The first meeting was very memorable for the dreamer Ann and the mysterious Geez.","TV-14",2021-02-25,105,"https://www.imdb.com/title/tt11936782/?ref_=sr_t_1234","https://www.imdb.com/title/tt11936782/mediaviewer/rm2276054017/?ref_=tt_ov_i"
"tt2455458","Misteri Pasar Kaget",5.6,11,,"-",2012-09-27,79,"https://www.imdb.com/title/tt2455458/?ref_=sr_t_1119","https://www.imdb.com/title/tt2455458/mediaviewer/rm1757953024/?ref_=tt_ov_i"
"tt9249222","Mama Mama Jagoan",7.5,15,,"-",2018-11-22,94,"https://www.imdb.com/title/tt9249222/?ref_=sr_t_254","https://www.imdb.com/title/tt9249222/mediaviewer/rm2269344000/?ref_=tt_ov_i"
"tt6500168","Trinity, The Nekad Traveler",6.5,131,"A career woman from Jakarta named Trinity, who travel to various parts of the world.","-",2017-03-16,103,"https://www.imdb.com/title/tt6500168/?ref_=sr_t_738","https://www.imdb.com/title/tt6500168/mediaviewer/rm4091886592/?ref_=tt_ov_i"
"tt8512642","Insya Allah Sah 2",7.1,80,"Raka (Pandji Pragiwaksono) is now trapped in an online taxi with Gani (Donny Alamsyah), a fugitive who just escaped from prison. Both of them must go through a journey full of comedy action and unexpected situations.","-",2018-06-15,91,"https://www.imdb.com/title/tt8512642/?ref_=sr_t_442","https://www.imdb.com/title/tt8512642/mediaviewer/rm4171579392/?ref_=tt_ov_i"
"tt10640174","The Exocet",5.8,372,"We don't see so often on the big screen such a vibrant, turbulent, modern portrait of Jakarta. Indonesia is usually represented by gorgeous pictures from Bali and Jawa, while everyone recommends to skip or pass through smoggy cloudy foggy capital city Jakarta. Director Ertanto Robby Soediskam will demolish prejudices with painfully honest and playfully provocative revelations, which are widely known to everyone, but kept in silence out of fear for punishments.","-",2022-03-19,100,"https://www.imdb.com/title/tt10640174/?ref_=sr_t_1017","https://www.imdb.com/title/tt10640174/mediaviewer/rm976543233/?ref_=tt_ov_i"
"tt3027130","Cinta Suci Zahrana",7.2,37,"Zahrana is the first woman in Indonesia to receive an International award in the field of architects. But, the problems came in her life when she realized that she was no longer young and she was still not married.","-",2012-08-15,108,"https://www.imdb.com/title/tt3027130/?ref_=sr_t_405","https://www.imdb.com/title/tt3027130/mediaviewer/rm3927096065/?ref_=tt_ov_i"
"tt21111594","Misi Kafe Biru",9,23,"Naya, who has only known Ary for two weeks and is immediately proposed to by Ary, wants to find out what is behind this too hasty and somewhat suspicious proposal. Ary's closed attitude and lies to Naya worsen the situation, so Naya is desperate to do drastic things to get the truth and peace, even though the relationship is at stake.","-",2022-06-24,66,"https://www.imdb.com/title/tt21111594/?ref_=sr_t_28","https://www.imdb.com/title/tt21111594/mediaviewer/rm1027281921/?ref_=tt_ov_i"
"tt38607528","Kafir: Gerbang Sukma",8.8,17,"Eight years after Herman's tragic death due to black magic, Sri is rebuilding her life with her daughter, Dina, and Andi, who has married Rani. Sri's father informs her that her mother is seriously ill. They came to visit, and that was the beginning of disaster. Because there was a past sin that Sri was hiding, and now it was threatening her family.","TV-MA",2026-01-29,108,"https://www.imdb.com/title/tt38607528/?ref_=sr_t_35","https://www.imdb.com/title/tt38607528/mediaviewer/rm1415895554/?ref_=tt_ov_i"
"tt1576459","Sang Pemimpi",6.8,507,"This movie is an adaptation from a popular novel by the same title, and sequel to Laskar Pelangi. It portrays two village boys with a dream of traveling to Paris, to study at Sorbonne University.","TV-G",2009-12-17,120,"https://www.imdb.com/title/tt1576459/?ref_=sr_t_589","https://www.imdb.com/title/tt1576459/mediaviewer/rm3253081856/?ref_=tt_ov_i"
"tt37249788","Pencarian Terakhir",7.7,37,"After the disappearance of Sita, his wife, on Mount Sarangan on the 10th birthday of Drupadi, his daughter, Tito's attitude becomes cold and makes Drupadi sad. Her boyfriend, Raka, and her best friends Maya, Ucok, Jamal, Nurul, and her parents' friends Bagus and Oji, as well as Gancar, her uncle, are Drupadi's encouragement. All is not enough. On her 17th birthday Drupadi goes to Mount Sarangan to look for her mother.","-",2025-08-28,103,"https://www.imdb.com/title/tt37249788/?ref_=sr_t_195","https://www.imdb.com/title/tt37249788/mediaviewer/rm3927160322/?ref_=tt_ov_i"
"tt6209474","Bulan Terbelah di Langit Amerika 2",4.5,376,"When Hanum (Acha Septriasa) and Rangga (Abimana Aryasatya) decided to return to Vienna after finishing their work, Hanum's boss gave them a new mission which only they could accomplish: to find a mysterious treasure left behind by a group of Chinese Muslim sailors who had set their sail toward the American continent long before Columbus arrived. Because of that, Hanum and Rangga have to fly from New York to San Francisco. Hanum then asks Azima Hussein (Rianti Cartwright) to help them out, because Azima has a source to find the necessary evidence. However, they do not realize that other treasure hunters are going after the same reward and that danger is never too far away. Yet, on the other hand, Azima and her daughter, Sarah Hussein (Hailey Franco) are still dealing with her mother's (Ira Wibowo) rejection toward her decision to become a Muslim. She does not realize there's a secret in each fragment of life. Meanwhile, Stefan (Nino Fernandez) who's dealing with a broken heart after his relationship with a pregnant Jasmine (Hannah Al Rashid) deteriorated also finds himself stuck between two difficult options. The journey toward the light has broken them apart, until they discover the meaning of their journey in the form of God's miracles. In theaters December 2016","-",2016-12-08,100,"https://www.imdb.com/title/tt6209474/?ref_=sr_t_1394","https://www.imdb.com/title/tt6209474/mediaviewer/rm857014528/?ref_=tt_ov_i"
"tt26687781","Kembang Api",7,528,"4 people intend to commit suicide together by blowing themselves up using a large ball of fireworks.","-",2023-03-02,104,"https://www.imdb.com/title/tt26687781/?ref_=sr_t_470","https://www.imdb.com/title/tt26687781/mediaviewer/rm4150538497/?ref_=tt_ov_i"
"tt27411059","Suzzanna: Malam jumat kliwon",5.7,618,"This film's story is set in the 1980s and revolves around a couple named Suzzanna (Luna Maya) and Surya (Achmad Megantara). They have been in a long-standing relationship and deeply love each other. Their relationship takes a new turn when they plan to get married. However, their plans are hindered by a significant problem: Suzzanna's parents are burdened with a large debt. This debt is owed to Raden Aryo (Tio Pakusadewo), the wealthiest landlord in the village. Suzzanna's parents do not have enough money and seek an alternative way to repay the debt. Raden Aryo then proposes a condition to consider the debt paid off - he wants Suzzanna to marry him and become his second wife. With no other choice, they comply with Raden Aryo's demand. As a consequence of the forced marriage, Suzzanna's relationship with Surya falls apart. Shortly after the marriage, Suzzanna becomes pregnant with Raden Aryo's first child. This triggers jealousy in Minati (Sally Marcellina), Raden Aryo's first wife, who is unable to conceive. Minati eventually seeks the help of a powerful witch to curse Suzzanna, who is heavily pregnant at the time. The curse is successful, leading to Suzzanna's death while carrying the baby, precisely on the night of ""Jumat Kliwon."" However, Suzzanna's death does not mean she completely disappears. She returns in the form of ""sundel bolong,"" a female ghost with long hair and a white dress with a hole in the back. As a vengeful spirit, she seeks retribution against those who committed sins in her past, especially the perpetrator of the curse that resulted in her and her unborn baby's death.","TV-MA",2023-08-03,132,"https://www.imdb.com/title/tt27411059/?ref_=sr_t_1044","https://www.imdb.com/title/tt27411059/mediaviewer/rm1372856577/?ref_=tt_ov_i"
"tt11668994","Tersanjung: The Movie",5.9,266,"Yura (Clara Bernadeth), a poor girl who lives with adoptive parents, is lulled by hopes for life. She faces the complicated love triangle between Oka (Kevin Ardilio) and Christian (Giorgino Abraham). The story of dreams, romance, and emotions raging together. —MVP","TV-14",2021-04-01,114,"https://www.imdb.com/title/tt11668994/?ref_=sr_t_991","https://www.imdb.com/title/tt11668994/mediaviewer/rm1586218753/?ref_=tt_ov_i"
"tt31031881","Laura",6.4,292,"Laura Anna and her struggle to survive after having an accident with her lover. If in real life Laura Anna's lover is known to be named Gaga, then in the film version Laura's boyfriend's name is changed to Jojo. Laura's happy and cheerful life as a teenager who was popular on social media suddenly changed drastically due to the accident. Sadly, Laura was the only one who had to bear the fatal consequences of the accident. Because Laura had a spinal injury that left her paralyzed for the rest of her life. Meanwhile, Jojo only suffered minor injuries that were not life-threatening. Laura also had to get used to living lying down. However, Laura Anna, accompanied by her family and friends, remains enthusiastic about recovering. Jojo himself was still with Laura during her illness even though various conflicts eventually started to occur and caused their relationship to fail.","-",2024-09-12,104,"https://www.imdb.com/title/tt31031881/?ref_=sr_t_758","https://www.imdb.com/title/tt31031881/mediaviewer/rm2182768897/?ref_=tt_ov_i"
"tt10773028","Anak Garuda",8.5,62,"Koh Jul (Kiki Narendra), the founder of the Good Morning Indonesia school for poor orphans, invites seven children with different backgrounds (ethnic, religious and racial)-Sheren (Rania Putrisari), Olfa (Clairine Clay), Wayan (Geraldy Kreckhoff), Dilla (Rebecca Klopper), Sayyida (Tissa Biani), Yohana (Violla Georgie), and Robet (Ajil Ditto)-to become a team. But uniting them is not a simple matter. Quarrels and uproar over and over, ranging from misunderstanding to envy. Not to mention the emergence of Rocky (Krisjiana Baharudin) which makes their relationship heats up.The jealousy that arises because of the hidden love between them. The only person who can glue them together is the figure of Koh Jul who has to bang the hardest reality on them. He releases the seven children left for Europe without his company. In Europe, everything that is feared comes true. Quarrels and riots explode.","TV-14",2020-01-16,129,"https://www.imdb.com/title/tt10773028/?ref_=sr_t_63","https://www.imdb.com/title/tt10773028/mediaviewer/rm2880537089/?ref_=tt_ov_i"
"tt1190088","40 Hari Bangkitnya Pocong",4.9,70,"Jessi is haunted by a strange shadow. Her cousin thinks she's stressed since her break up with Nino. She meets Kevin who makes her feel safe, but the terror worsens.","-",2008-03-06,90,"https://www.imdb.com/title/tt1190088/?ref_=sr_t_1315","https://www.imdb.com/title/tt1190088/mediaviewer/rm1079403008/?ref_=tt_ov_i"
"tt18815600","The Other Side",6.8,107,"Alea decides to move to Bandung, because she wants to forget her ex Reynand who is having an affair with her best friend. Alea goes to Gempita High School. Alea also decides to join the student council. On the first day of student council acceptance, Alea, who is late in rushing to the meeting room, bumps into Revo. Alea sees Revo's figure is similar to Reynand, her ex. Alea and Revo get closer when she help Revo persuade his mother, Cecil, who is suffering from dissociative amnesia. Their closeness is interrupted when Reynand comes to meet Alea and asks Alea back. And also when a woman appears: Reva, Revo's lover who has just returns to Bandung. —filmindonesia.or.id","-",2022-03-17,134,"https://www.imdb.com/title/tt18815600/?ref_=sr_t_594","https://www.imdb.com/title/tt18815600/mediaviewer/rm1775638529/?ref_=tt_ov_i"
"tt11646170","Slank Nggak Ada Matinya",7.4,49,"Abdee (Deva Mahenra) and Ridho (Ajun Perwira) were called by SLANK, a rock band, to come jamming with Bimbim (Adipati Dolken) and Ivan (Aaron Shahab). As it turned out, SLANK wanted to prove that SLANK did not disperse even though the personnel were only the remaining Bimbim, Kaka and Ivan went on tour. Abdee and Ridho were also invited, and given the requirements to be able to perform 35 SLANK songs in just 3 days. The tour around the area began, and that's when the adventure of SLANK began with a new format. —iflix","-",2013-12-24,96,"https://www.imdb.com/title/tt11646170/?ref_=sr_t_299","https://www.imdb.com/title/tt11646170/mediaviewer/rm3130296065/?ref_=tt_ov_i"
"tt6416788","Kemasukan Setan",5.7,10,,"-",2013-09-18,,"https://www.imdb.com/title/tt6416788/?ref_=sr_t_1064","https://www.imdb.com/title/tt6416788/mediaviewer/rm2247571712/?ref_=tt_ov_i"
"tt9091638","Tabu: Mengusik Gerbang Iblis",5.5,90,"When six best high school buddies are cross the forbidden forest and broken all the rules in there, something evil follow their back and causing death among themselves.","-",2019-01-24,96,"https://www.imdb.com/title/tt9091638/?ref_=sr_t_1144","https://www.imdb.com/title/tt9091638/mediaviewer/rm2840229632/?ref_=tt_ov_i"
"tt5514296","My Stupid Boss",7.1,1900,"My Stupid Boss recounts the story of an absurd boss and his employees. Bossman (Reza Rahadian) is an Indonesian who owns a company in Kuala Lumpur, Malaysia: a large but disorganized company. The culprit for the disarray in the organization is the bossman himself. His first principle of management is that ""Bossman Is Always Right""--which means whatever the Bossman fancies, he'll get it done. And that is his following principle: ""Impossible We Do Miracle We Try"". In the midst of this is Diana, the Bossman's secretary, who at every turn must juggle odds that never seem to add up in the company. Confronted daily with her boss' antics, Diana's patience and good sense are tested constantly.","TV-14",2016-05-19,108,"https://www.imdb.com/title/tt5514296/?ref_=sr_t_416","https://www.imdb.com/title/tt5514296/mediaviewer/rm2237996800/?ref_=tt_ov_i"
"tt7777974","Susah Sinyal",7,1300,"Ellen (Adinia Wirasti), a successful lawyer, is a single mom who rarely spends time for her only child Kiara (Aurora Ribero), who eventually grows as a rebellious teenager who has more to vent her emotions on social media. They live with Agatha (Niniek L. Karim), Ellen's mother who is very fond of Kiara. When Agatha died of a heart attack, Kiara who since childhood very close to Omanya immediately shaken. To entertain Kiara, Ellen invites away on vacation so that they can both spend quality time to treat the times in which Ellen is too busy working. They finally went to Sumba, and Kiara went home with carefree heart. In Jakarta, Ellen immediately greeted a big problem in the office. The big project he's working with Iwan (Ernest Prakasa) is in danger of falling apart. Finally because busy, Ellen did not keep his promise to watch Kiara appear in audition talent search event on television that Kiara prepared for a long time. Kiara was angry and went to Sumba alone, where the last time he could feel a glimmer of happiness. Will Kiara be able to trust her mother again? Is Ellen able to knit back this little family? Watch the SILY SIGNAL, showing in theaters starting December 21st.","TV-14",2017-12-21,110,"https://www.imdb.com/title/tt7777974/?ref_=sr_t_465","https://www.imdb.com/title/tt7777974/mediaviewer/rm2526174464/?ref_=tt_ov_i"
"tt5788244","Rock N Love",6.3,10,,"-",2015-01-29,92,"https://www.imdb.com/title/tt5788244/?ref_=sr_t_830","https://www.imdb.com/title/tt5788244/mediaviewer/rm2579633664/?ref_=tt_ov_i"
"tt12958146","Dejavu: Ajian Puter Giling",5.6,11,"""Mirna"" A young nurse, takes a job in a spooky house to help a disabled woman called ""Sofia"" In the house she has to deal with Sophia's strange husband and a constant feeling of deja vu.","-",2015-05-21,82,"https://www.imdb.com/title/tt12958146/?ref_=sr_t_1109","https://www.imdb.com/title/tt12958146/mediaviewer/rm3315442433/?ref_=tt_ov_i"
"tt27812061","Iblis Dalam Kandungan 2: Deception",5.9,39,"After losing her husband, Ferdi, Amelia decides to return to their old house with her two adopted children, Alani and Vito. Their lives slowly start to return to normal, especially as Amelia's pregnancy approaches its due date. However, this peace is disturbed when Doctor Imam suggests that Amelia be hospitalized to reduce the risk during childbirth. For the safety of herself and her baby, Amelia follows the advice, even though she has to move to a new hospital. Unfortunately, the hope of safety turns into a nightmare when Amelia realizes there is a conspiracy between Doctor Imam and the hospital. Terror after terror lurks, forcing Alani, Vito, and Bara, Alani's senior, to be involved in a life-and-death struggle to save Amelia and the baby she is carrying. In this struggle, they are faced with a dark truth that threatens their lives and reveals a big secret behind the evil power that lurks.","-",2025-02-27,113,"https://www.imdb.com/title/tt27812061/?ref_=sr_t_984","https://www.imdb.com/title/tt27812061/mediaviewer/rm4097282306/?ref_=tt_ov_i"
"tt1631817","Sst... Jadikan Aku Simpanan",5.5,15,,"-",2010-01-14,,"https://www.imdb.com/title/tt1631817/?ref_=sr_t_1151","https://www.imdb.com/title/tt1631817/mediaviewer/rm2590063104/?ref_=tt_ov_i"
